epoch,loss,vector_acc,concept_acc
0.0,0.6910901665687561,0.0,52.03488372093023
1.0,0.14362315236046763,8.787128712871286,94.971793690997
2.0,0.11401706046207034,13.759328358208956,96.05207971769062
3.0,0.09561297111832026,20.286544850498338,96.66059839295372
4.0,0.08352596449788818,27.119700748129677,97.05677666299368
5.0,0.07387447805179212,34.09431137724551,97.3993872719677
6.0,0.0655306875349306,40.74459234608985,97.69328251364006
7.0,0.05952711943032143,45.49750356633381,97.90166871247055
8.0,0.05424585685653661,50.046816479400746,98.08950657608223
9.0,0.04998483889287629,53.777053274139845,98.24008530573265
10.0,0.01421585213392973,81.25,99.4186046511628
11.0,0.010697871571093207,88.67574257425743,99.64670158876353
12.0,0.008562580878100363,90.88930348258707,99.7154489181997
13.0,0.008019091921898713,91.45556478405315,99.73223943444333
14.0,0.007738233115721466,91.63029925187033,99.74047439540684
15.0,0.007435730727135712,91.92864271457086,99.74977370839716
16.0,0.0075191569978684284,91.92491680532446,99.74836029098789
17.0,0.0076789727338859425,91.85538516405136,99.74216650631988
18.0,0.008003842808435859,91.47940074906367,99.72962575849955
19.0,0.00782561238279378,91.65857380688124,99.73648465529257
20.0,0.011403724551200867,84.375,99.56395348837209
21.0,0.006147719741024372,93.81188118811882,99.79564816946811
22.0,0.0048621640771897325,94.7450248756219,99.83368043503413
23.0,0.00417744126085786,95.359219269103,99.85658270880012
24.0,0.004064484436759967,95.48004987531172,99.86280664617526
25.0,0.004100882946506622,95.48403193612775,99.86306456853734
26.0,0.0041256024102318545,95.53868552412645,99.86335758232403
27.0,0.004247656568960245,95.47967189728959,99.85983478751285
28.0,0.004191438648863896,95.52122347066167,99.86218172052376
29.0,0.004003172927472048,95.6784128745838,99.86747606019152
30.0,0.0002983203739859164,100.0,100.0
31.0,0.002818711077083262,97.09158415841584,99.91077596131706
32.0,0.002117419313127986,97.8389303482587,99.93564155964364
33.0,0.002750723003001769,97.30066445182725,99.91404620258055
34.0,0.0035511264268688024,96.16583541147132,99.88256103926231
35.0,0.0037600099527197585,96.04540918163673,99.87742538179455
36.0,0.003476296397870927,96.34983361064891,99.88754208102775
37.0,0.003270136680101407,96.52728245363767,99.89394303818466
38.0,0.003117212789474843,96.6916354556804,99.89865502424296
39.0,0.003079675419590769,96.73973362930077,99.90054655034457
40.0,2.859508094843477e-05,100.0,100.0
41.0,0.0014992162059930742,98.54579207920793,99.95394888326042
42.0,0.0015356008605576519,98.36753731343283,99.95191195186857
43.0,0.0015834657636384216,98.35963455149502,99.95146990651317
44.0,0.0019564484150975123,97.981608478803,99.94146175259526
45.0,0.0022509505524958185,97.67964071856288,99.93225757786752
46.0,0.0027833936910656044,97.19737936772047,99.91535425453701
47.0,0.0033266928918683995,96.7546362339515,99.89798626546794
48.0,0.00338022262393169,96.67993133583022,99.89557021746073
49.0,0.0033800125519379185,96.65649278579356,99.89360981338564
50.0,0.0018674589227885008,96.875,99.92732558139535
51.0,0.0012353760949817213,98.42202970297029,99.95610752935758
52.0,0.0013668111131488305,98.47636815920399,99.9566122874002
53.0,0.0013379267436728068,98.49460132890366,99.95605732828555
54.0,0.0019496647689045954,98.06733167082294,99.93819955924143
55.0,0.0021669334880049453,97.73577844311377,99.9295014621919
56.0,0.002171574523597765,97.74854409317804,99.93083233370739
57.0,0.0021623312399821075,97.77549928673324,99.9312651361842
58.0,0.00212389306808687,97.78792134831461,99.93222498040241
59.0,0.002068171597463387,97.83226970033296,99.93337506130139
60.0,0.00014149963681120425,100.0,100.0
61.0,0.0014427338865241855,98.42202970297029,99.9575466267557
62.0,0.0012862183996287457,98.50746268656717,99.95805854448687
63.0,0.0013811155267302278,98.43230897009967,99.9543672255273
64.0,0.0012061053473547887,98.6284289276808,99.9601287478977
65.0,0.0011665757183354963,98.69011976047904,99.96228473285986
66.0,0.0013412358367023381,98.5596921797005,99.95852358472314
67.0,0.001537027221241827,98.39069186875892,99.95334737750058
68.0,0.0015915345877491088,98.33021223470662,99.95191330604186
69.0,0.0015445384434995557,98.36639844617092,99.95345933458947
70.0,0.0009861477883532643,96.875,99.92732558139535
71.0,0.0018623201335370564,98.23638613861387,99.94819249366797
72.0,0.001591527782213813,98.27425373134328,99.9515503875969
73.0,0.001360451472002473,98.49460132890366,99.95774743104381
74.0,0.0015629762270473837,98.3400872817955,99.95215449747724
75.0,0.0017160614655125585,98.04765469061876,99.94487768648749
76.0,0.0021028363321231166,97.74854409317804,99.93409724103239
77.0,0.00210862017832936,97.74429386590585,99.93375327605082
78.0,0.0020115710721643806,97.82693508114856,99.93658000174202
79.0,0.0018860665044173445,97.98834628190899,99.94055377745657
80.0,0.0005918691167607903,100.0,100.0
81.0,0.0005671077865057183,99.16460396039604,99.97985263642643
82.0,0.0006464555991980924,99.238184079602,99.97866770797177
83.0,0.0006806424064952838,99.23172757475083,99.97827010739395
84.0,0.0010622105896017865,98.83884039900249,99.96683436756945
85.0,0.0012620829946702393,98.60279441117764,99.96054402822263
86.0,0.0012279571563199405,98.62728785357737,99.9615466470611
87.0,0.0011942256039132574,98.6938302425107,99.96298891948379
88.0,0.001320789544751847,98.56819600499375,99.95926240455245
89.0,0.0013583417257683164,98.5051331853496,99.95741166146142
90.0,0.00011899264063686132,100.0,100.0
91.0,0.0007170141388996853,99.13366336633663,99.9769744416302
92.0,0.0008301919684296326,99.0205223880597,99.97288267962513
93.0,0.0009532419582208972,98.83720930232558,99.96716371783975
94.0,0.0008766250559762155,98.95573566084788,99.97009656092327
95.0,0.0008167324805660162,99.03942115768463,99.97272896068328
96.0,0.0007897882614528674,99.07445923460898,99.9738807414
97.0,0.0009891033727796202,98.8855206847361,99.96734316425041
98.0,0.0010793716965042692,98.75546192259675,99.96379888511454
99.0,0.0015732290415726674,98.40801886792453,99.95136218155538
