epoch,loss,vector_acc,concept_acc
0.0,0.7050474286079407,0.0,50.07267441860465
1.0,0.42621180902023126,1.4232673267326732,91.75397190881878
2.0,0.29381744619180905,2.6896766169154227,93.32154633807706
3.0,0.2372079118096155,5.056063122923588,94.2094665069922
4.0,0.20800656617208016,6.460411471321696,94.69802963521428
5.0,0.18805708847716898,8.12125748502994,95.07714222717355
6.0,0.17385527275862195,9.375,95.34714429439306
7.0,0.16356914751922524,10.29333095577746,95.53793583916664
8.0,0.1551839533760753,11.033083645443195,95.70304561159017
9.0,0.14810431060628276,12.01789678135405,95.84795963141728
10.0,0.07786155492067337,15.625,97.4563953488372
11.0,0.08148692813840243,22.09158415841584,97.31104651162791
12.0,0.0821577343181591,21.859452736318406,97.26440472058313
13.0,0.08013902239476724,22.54983388704319,97.32142857142857
14.0,0.07784070736006311,23.051745635910226,97.37139708867366
15.0,0.07636025852845338,23.64645708582834,97.4075105602748
16.0,0.07447992917305221,24.734816971713812,97.46401346592887
17.0,0.07303683631940507,25.499286733238232,97.49029625452012
18.0,0.07159186967563688,26.228932584269664,97.52162993932004
19.0,0.07015830664156412,27.091426193118757,97.55996244482874
20.0,0.05430345609784126,31.25,97.81976744186046
21.0,0.056509139329785164,36.10767326732673,97.89963734745568
22.0,0.05594454816917875,36.61380597014925,97.93366018743492
23.0,0.05514565357734198,37.458471760797345,97.96197751680445
24.0,0.05391756827917479,38.481920199501246,98.00335643449516
25.0,0.053183942289647464,39.05314371257485,98.02212435593928
26.0,0.05283088162665359,39.392678868552416,98.02436830089385
27.0,0.05230865980393536,40.0320970042796,98.04162657996882
28.0,0.05174623844161462,40.640605493133585,98.05548297186657
29.0,0.051449867951519346,41.096698113207545,98.06384379113646
30.0,0.06135722994804382,40.625,97.67441860465117
31.0,0.04653676363206146,49.133663366336634,98.23638613861387
32.0,0.0447943221907414,49.31592039800995,98.2720843457133
33.0,0.043807946504449524,49.61586378737542,98.2843042571274
34.0,0.0432073262907992,50.46758104738154,98.31543959867773
35.0,0.04236075714111566,51.37225548902195,98.34720094694332
36.0,0.041718384728281946,51.96547420965058,98.36984386487637
37.0,0.0412903430110399,52.38052781740371,98.37908054938129
38.0,0.04090658306712738,52.87921348314607,98.39571901402317
39.0,0.0403550725335154,53.51345726970033,98.41745605657796
40.0,0.0331575870513916,53.125,98.47383720930233
41.0,0.034476921783004065,59.22029702970297,98.62350333870596
42.0,0.03513240094634876,58.97077114427861,98.6050850399167
43.0,0.034793835120937755,59.46843853820598,98.62329058178166
44.0,0.03442108613483032,59.89713216957606,98.64618975816273
45.0,0.03406772123066013,60.20459081836327,98.65646613749246
46.0,0.03384554032050383,60.61772046589018,98.66695043145145
47.0,0.03353824047836742,60.98876604850214,98.67672428092757
48.0,0.03314595917860667,61.44272784019975,98.69403797578609
49.0,0.032723939564124525,61.872225305216425,98.71283199545725
50.0,0.038307152688503265,62.5,98.54651162790698
51.0,0.028075623870043472,66.80074257425743,98.90484688003684
52.0,0.027737946082740578,66.51119402985074,98.89759053569362
53.0,0.0280996135519539,66.42441860465117,98.89032681758479
54.0,0.02857139316663852,66.0458229426434,98.86946876993562
55.0,0.028453880601270708,66.21756487025948,98.87057280787263
56.0,0.028443999091061004,66.47254575707154,98.87227682544597
57.0,0.0282013985459904,66.68598430813124,98.8769158676973
58.0,0.028260673210257374,66.60034332084894,98.87295676915484
59.0,0.02822086048187413,66.790371809101,98.8750387166714
60.0,0.04179968312382698,62.5,98.40116279069767
61.0,0.026524203746478157,68.1621287128713,98.9300310845038
62.0,0.025710460183150437,69.10758706467662,98.96231054032165
63.0,0.02567427798152663,69.30024916943522,98.96396700919416
64.0,0.02569650164677615,69.02275561097257,98.96153511569912
65.0,0.02584373379152216,68.9496007984032,98.95412663046001
66.0,0.02563645872915049,69.2543677204659,98.96429884301358
67.0,0.025388048399776517,69.48555634807418,98.97384965000165
68.0,0.025238336578997482,69.65121722846442,98.98119719536626
69.0,0.025010805541378644,69.83906770255273,98.99046279327878
70.0,0.015099752694368362,75.0,99.34593023255815
71.0,0.02413801544133832,70.42079207920793,99.01925512318674
72.0,0.02427637024055147,70.8799751243781,99.03173088048132
73.0,0.024249450552688782,71.12749169435216,99.03157111952407
74.0,0.023784816837602498,71.61003740648378,99.05287652960622
75.0,0.02338787678632878,71.85004990019961,99.06408114004549
76.0,0.02307981858494848,72.01019134775375,99.07276631969972
77.0,0.02297102219189986,72.05331669044223,99.07285688219487
78.0,0.022823066271018336,72.24953183520599,99.07855006822867
79.0,0.022599081088634794,72.46462264150944,99.08789974963219
80.0,0.013288293033838272,78.125,99.34593023255815
81.0,0.020434711354388162,75.15470297029702,99.16388441169698
82.0,0.01973405943729391,75.69962686567165,99.18467256739558
83.0,0.019794322287298716,75.5813953488372,99.18850923278993
84.0,0.020051273134098088,75.5533042394015,99.1822768659746
85.0,0.02026298842179085,75.3804890219561,99.17214988627397
